,z,n,symbol,atomic_mass,binding
2890,88,130,Ra,218007134.297,7725.0241
2891,88,131,Ra,219010084.715,7714.056
2892,88,132,Ra,220011027.542,7711.6879
2893,88,133,Ra,221013917.293,7701.1352
2894,88,134,Ra,222015373.371,7696.6931
2895,88,135,Ra,223018500.648,7685.3101
2896,88,136,Ra,224020210.361,7679.9236
2897,88,137,Ra,225023610.502,7667.5866
2898,88,138,Ra,226025408.186,7661.9636
2899,88,139,Ra,227029176.205,7648.3048
2900,88,140,Ra,228031068.574,7642.4289
2901,88,141,Ra,229034956.703,7628.4862
2902,88,142,Ra,230037054.776,7621.9144
2903,88,143,Ra,231041027.085,7607.8418
2904,88,144,Ra,232043475.267,7600.0099
2905,88,145,Ra,233047594.57,7585.5644
2906,88,146,Ra,234050382.1,7576.5439
2907,89,116,Ac,205015144.152,7662.8519
2908,89,117,Ac,206014476.477,7667.8538
2909,89,118,Ac,207011965.967,7681.1001
2910,89,119,Ac,208011552.251,7684.8289
2911,89,120,Ac,209009495.375,7695.8455
2912,89,121,Ac,210009408.625,7698.0182
2913,89,122,Ac,211007668.846,7707.468
2914,89,123,Ac,212007836.442,7708.4479
2915,89,124,Ac,213006592.665,7715.5908
2916,89,125,Ac,214006906.4,7715.8874
2917,89,126,Ac,215006474.061,7719.4137
2918,89,127,Ac,216008749.101,7711.2319
2919,89,128,Ac,217009342.325,7710.3448
2920,89,129,Ac,218011648.86,7702.145
2921,89,130,Ac,219012420.425,7700.5489
2922,89,131,Ac,220014754.527,7692.3515
2923,89,132,Ac,221015599.721,7690.5039
2924,89,133,Ac,222017844.232,7682.8015
2925,89,134,Ac,223019135.982,7679.1479
2926,89,135,Ac,224021722.249,7670.1438
2927,89,136,Ac,225023228.601,7665.6906
2928,89,137,Ac,226026096.999,7655.6628
2929,89,138,Ac,227027750.594,7650.7084
2930,89,139,Ac,228031019.685,7639.1973
2931,89,140,Ac,229032947,7633.2446
2932,89,141,Ac,230036327,7621.4604
2933,89,142,Ac,231038393,7615.0768
2934,89,143,Ac,232042034,7602.4245
2935,89,144,Ac,233044346,7595.1939
2936,89,145,Ac,234048139,7582.1297
2937,89,146,Ac,235050840,7573.5051
2938,89,147,Ac,236054988,7559.2423
2939,90,118,Th,208017915.348,7652.5716
2940,90,119,Th,209017601,7656
2941,90,120,Th,210015093.515,7669.0764
2942,90,121,Th,211014896.923,7671.8506
2943,90,122,Th,212013001.57,7682.0628
2944,90,123,Th,213013011.47,7683.847
2945,90,124,Th,214011481.48,7692.3173
2946,90,125,Th,215011724.64,7693.0266
2947,90,126,Th,216011055.933,7697.6617
2948,90,127,Th,217013103.443,7690.5945
2949,90,128,Th,218013276.248,7691.6026
2950,90,129,Th,219015526.432,7683.7655
2951,90,130,Th,220015769.866,7684.4964
2952,90,131,Th,221018185.757,7676.064
2953,90,132,Th,222018468.22,7676.6592
2954,90,133,Th,223020811.083,7668.6426
2955,90,134,Th,224021466.137,7667.7162
2956,90,135,Th,225023950.975,7659.2229
2957,90,136,Th,226024903.699,7657.1195
2958,90,137,Th,227027702.546,7647.4591
2959,90,138,Th,228028739.741,7645.0807
2960,90,139,Th,229031761.357,7634.651
2961,90,140,Th,230033132.267,7630.9974
2962,90,141,Th,231036302.764,7620.1188
2963,90,142,Th,232038053.606,7615.0338
2964,90,143,Th,233041580.126,7602.8937
2965,90,144,Th,234043599.801,7596.8557
2966,90,145,Th,235047255,7584.3862
2967,90,146,Th,236049657,7576.9688
2968,90,147,Th,237053629,7563.4433
2969,90,148,Th,238056388,7555
2970,91,120,Pa,211023674.036,7629.3948
2971,91,121,Pa,212023184.819,7633.6289
2972,91,122,Pa,213021099.644,7644.8027
2973,91,123,Pa,214020891.055,7647.7037
2974,91,124,Pa,215019113.955,7657.3733
2975,91,125,Pa,216019134.633,7659.2006
2976,91,126,Pa,217018309.024,7664.6438
2977,91,127,Pa,218020021.133,7659.1935
2978,91,128,Pa,219019949.909,7661.3783
2979,91,129,Pa,220021769.753,7655.5364
2980,91,130,Pa,221021873.393,7656.9809
2981,91,131,Pa,222023687.064,7651.2373
2982,91,132,Pa,223023980.414,7651.8957
2983,91,133,Pa,224025617.286,7646.9612
2984,91,134,Pa,225026147.927,7646.6504
2985,91,135,Pa,226027948.217,7641.1093
2986,91,136,Pa,227028803.586,7639.4945
2987,91,137,Pa,228031050.758,7632.2076
2988,91,138,Pa,229032095.585,7629.8752
2989,91,139,Pa,230034539.717,7621.8958
2990,91,140,Pa,231035882.5,7618.4267
2991,91,141,Pa,232038590.205,7609.5072
2992,91,142,Pa,233040246.535,7604.8675
2993,91,143,Pa,234043305.555,7594.6837
2994,91,144,Pa,235045399,7588.4139
2995,91,145,Pa,236048668,7577.5573
2996,91,146,Pa,237051023,7570.3847
2997,91,147,Pa,238054637,7558.3449
2998,91,148,Pa,239057260,7550
2999,92,122,U, , 
3000,92,123,U,215026719.774,7620.7821
3001,92,124,U,216024762.829,7631.3072
3002,92,125,U,217024660,7634
3003,92,126,U,218023504.877,7640.7191
3004,92,127,U,219025009.233,7636.2867
3005,92,129,U,221026323.297,7634.6849
3006,92,130,U,222026057.957,7637.7651
3007,92,131,U,223027960.754,7631.7611
3008,92,132,U,224027635.913,7635.0742
3009,92,133,U,225029385.05,7629.7717
3010,92,134,U,226029338.669,7631.9166
3011,92,135,U,227031181.124,7626.2918
3012,92,136,U,228031368.959,7627.4763
3013,92,137,U,229033505.976,7620.7218
3014,92,138,U,230033940.114,7620.9227
3015,92,139,U,231036292.18,7613.3879
3016,92,140,U,232037154.765,7611.8984
3017,92,141,U,233039634.294,7603.9574
3018,92,142,U,234040950.296,7600.716
3019,92,143,U,235043928.117,7590.9151
3020,92,144,U,236045566.13,7586.4854
3021,92,145,U,237048728.309,7576.1026
3022,92,146,U,238050786.936,7570.1262
3023,92,147,U,239054291.989,7558.5624
3024,92,148,U,240056592.411,7551.7705
3025,92,149,U,241060330,7539
3026,92,150,U,242062931,7532
3027,92,151,U,243067075,7518
3028,92,152,U, , 
3029,92,153,U, , 
3030,92,154,U, , 
3031,92,155,U, , 
3032,92,156,U, , 
3033,92,157,U, , 
3034,92,158,U, , 
3035,92,159,U, , 
3036,92,160,U, , 
3037,92,161,U, , 
3038,92,162,U, , 
3039,92,163,U, , 
3040,93,126,Np,219031601.865,7604.6732
3041,93,127,Np,220032716.28,7602.0758
3042,93,130,Np,223032913.34,7607.5654
3043,93,131,Np,224034388.03,7603.5032
3044,93,132,Np,225033943.422,7607.4231
3045,93,133,Np,226035230.364,7604.1714
3046,93,134,Np,227034975.012,7607.2771
3047,93,135,Np,228036313,7604
3048,93,136,Np,229036287.269,7605.9921
3049,93,137,Np,230037828.06,7601.7751
3050,93,138,Np,231038243.598,7602.1321
3051,93,139,Np,232040107,7597
3052,93,140,Np,233040739.421,7596.1816
3053,93,141,Np,234042893.245,7589.6382
3054,93,142,Np,235044061.518,7587.0571
3055,93,143,Np,236046568.296,7579.2148
3056,93,144,Np,237048171.64,7574.9895
3057,93,145,Np,238050944.603,7566.222
3058,93,146,Np,239052937.538,7560.568
3059,93,147,Np,240056163.778,7550.1743
3060,93,148,Np,241058309.671,7544.0426
3061,93,149,Np,242061639.548,7533.4042
3062,93,150,Np,243064204,7526
3063,93,151,Np,244067891,7514
3064,93,159,Np, , 
3065,94,134,Pu,228038763.325,7590.4039
3066,94,135,Pu,229040145.099,7586.8834
3067,94,136,Pu,230039648.313,7591.0016
3068,94,137,Pu,231041125.946,7587.1224
3069,94,138,Pu,232041182.133,7588.9839
3070,94,139,Pu,233042997.411,7583.7968
3071,94,140,Pu,234043317.489,7584.6061
3072,94,141,Pu,235045284.609,7578.8799
3073,94,142,Pu,236046056.661,7577.9192
3074,94,143,Pu,237048407.888,7570.7599
3075,94,144,Pu,238049558.175,7568.3611
3076,94,145,Pu,239052161.596,7560.3187
3077,94,146,Pu,240053811.74,7556.0433
3078,94,147,Pu,241056849.651,7546.4395
3079,94,148,Pu,242058740.979,7541.3284
3080,94,149,Pu,243062002.068,7531.0087
3081,94,150,Pu,244064204.401,7524.8154
3082,94,151,Pu,245067824.554,7513.2822
3083,94,152,Pu,246070204.172,7506.5401
3084,94,153,Pu,247074300,7493
3085,94,158,Pu, , 
3086,95,128,Am,223045840,7547
3087,95,134,Am,229045282.534,7562.5697
3088,95,135,Am,230046025,7562
3089,95,137,Am,232046613,7564
3090,95,138,Am,233046468,7567
3091,95,139,Am,234047731,7564
3092,95,140,Am,235047906.478,7565.1582
3093,95,141,Am,236049427,7561
3094,95,142,Am,237049995,7561
3095,95,143,Am,238051982.531,7555.5853
3096,95,144,Am,239053022.729,7553.6891
3097,95,145,Am,240055298.374,7547.0136
3098,95,146,Am,241056827.343,7543.2795
3099,95,147,Am,242059547.358,7534.9917
3100,95,148,Am,243061379.889,7530.1742
3101,95,149,Am,244064282.892,7521.3095
3102,95,150,Am,245066452.827,7515.3043
3103,95,151,Am,246069774,7505
3104,95,152,Am,247072092,7499
3105,95,153,Am,248075752,7487
3106,95,157,Am, , 
3107,96,137,Cm,233050771.485,7546.002
3108,96,138,Cm,234050158.568,7550.6868
3109,96,139,Cm,235051545,7547
3110,96,140,Cm,236051372.112,7550.309
3111,96,141,Cm,237052868.988,7546.6241
3112,96,142,Cm,238053081.606,7547.9966
3113,96,143,Cm,239054908.519,7543.0659
3114,96,144,Cm,240055528.233,7542.8617
3115,96,145,Cm,241057651.218,7536.8488
3116,96,146,Cm,242058834.187,7534.504
3117,96,147,Cm,243061387.329,7526.9261
3118,96,148,Cm,244062750.622,7523.9527
3119,96,149,Cm,245065491.047,7515.7677
3120,96,150,Cm,246067222.016,7511.4716
3121,96,151,Cm,247070352.678,7501.9318
3122,96,152,Cm,248072349.086,7496.7291
3123,96,153,Cm,249075953.992,7485.551
3124,96,154,Cm,250078357.541,7478.9385
3125,96,155,Cm,251082284.988,7466.7233
3126,96,156,Cm,252084870,7460
3127,97,136,Bk,233056652,7519
3128,97,137,Bk,234057322,7519
3129,97,139,Bk,236057479,7523
3130,97,141,Bk,238058204,7525
3131,97,142,Bk,239058239,7527
3132,97,143,Bk,240059758,7523
3133,97,144,Bk,241060098,7524
3134,97,145,Bk,242061999,7519
3135,97,146,Bk,243063005.905,7517.5021
3136,97,147,Bk,244065178.969,7511.4759
3137,97,148,Bk,245066359.814,7509.2714
3138,97,149,Bk,246068671.3,7502.8035
3139,97,150,Bk,247070305.889,7498.9408
3140,97,151,Bk,248073141.689,7490.5975
3141,97,152,Bk,249074983.118,7486.041
3142,97,153,Bk,250078317.195,7475.9594
3143,97,154,Bk,251080760.555,7469.2637
3144,97,155,Bk,252084310,7459
3145,97,156,Bk,253086880,7451
3146,98,139,Cf,237062199.272,7503.3507
3147,98,140,Cf,238061490,7509
3148,98,141,Cf,239062482,7507
3149,98,142,Cf,240062253.447,7510.24
3150,98,143,Cf,241063690,7507
3151,98,144,Cf,242063754.544,7509.0991
3152,98,145,Cf,243065475,7505
3153,98,146,Cf,244065999.447,7505.1373
3154,98,147,Cf,245068046.755,7499.6644
3155,98,148,Cf,246068803.685,7499.122
3156,98,149,Cf,247070971.348,7493.2638
3157,98,150,Cf,248072182.905,7491.044
3158,98,151,Cf,249074850.428,7483.3954
3159,98,152,Cf,250076404.494,7479.9567
3160,98,153,Cf,251079587.171,7470.5014
3161,98,154,Cf,252081626.507,7465.3474
3162,98,155,Cf,253085133.723,7454.8297
3163,98,156,Cf,254087323.575,7449.2259
3164,98,157,Cf,255091046,7438
3165,98,158,Cf,256093442,7432
3166,99,141,Es,240068949,7481
3167,99,142,Es,241068592,7485
3168,99,143,Es,242069567,7483
3169,99,144,Es,243069508,7486
3170,99,145,Es,244070881,7483
3171,99,146,Es,245071192,7485
3172,99,147,Es,246072806.474,7480.7849
3173,99,148,Es,247073621.929,7480.1005
3174,99,149,Es,248075469,7476
3175,99,150,Es,249076409,7474
3176,99,151,Es,250078611,7469
3177,99,152,Es,251079991.431,7465.8842
3178,99,153,Es,252082979.173,7457.2428
3179,99,154,Es,253084821.241,7452.8879
3180,99,155,Es,254088024.337,7443.5759
3181,99,156,Es,255090273.504,7437.8216
3182,99,157,Es,256093597,7428
3183,99,158,Es,257095979,7422
3184,100,141,Fm,241074311,7459
3185,100,142,Fm,242073430,7465
3186,100,143,Fm,243074414,7464
3187,100,144,Fm,244074036,7468
3188,100,145,Fm,245075354,7465
3189,100,146,Fm,246075353.334,7467.9608
3190,100,147,Fm,247076944,7464
3191,100,148,Fm,248077185.451,7465.9451
3192,100,149,Fm,249078926.042,7461.8649
3193,100,150,Fm,250079519.765,7462.0905
3194,100,151,Fm,251081545.13,7457.0013
3195,100,152,Fm,252082466.019,7456.0351
3196,100,153,Fm,253085180.945,7448.4712
3197,100,154,Fm,254086852.424,7444.7936
3198,100,155,Fm,255089963.495,7435.886
3199,100,156,Fm,256091771.699,7431.7888
3200,100,157,Fm,257095105.419,7422.1942
3201,100,158,Fm,258097077,7418
3202,100,159,Fm,259100596,7407
3203,101,143,Md,244081157,7438
3204,101,144,Md,245080864,7441
3205,101,145,Md,246081713,7441
3206,101,146,Md,247081520,7444
3207,101,147,Md,248082607,7442
3208,101,148,Md,249082857.155,7444.0169
3209,101,149,Md,250084164.934,7441.6533
3210,101,150,Md,251084774.287,7441.9005
3211,101,151,Md,252086385,7438.4444
3212,101,152,Md,253087143,7438
3213,101,153,Md,254089590,7432
3214,101,154,Md,255091081.702,7428.7333
3215,101,155,Md,256093888,7421
3216,101,156,Md,257095537.343,7417.5845
3217,101,157,Md,258098433.634,7409.6615
3218,101,158,Md,259100445,7405
3219,101,159,Md,260103650,7396
3220,102,146,No,248086623,7424
3221,102,147,No,249087802,7422
3222,102,148,No,250087565,7426
3223,102,149,No,251088942,7423
3224,102,150,No,252088966.07,7425.7992
3225,102,151,No,253090562.78,7422.4719
3226,102,152,No,254090954.211,7423.5909
3227,102,153,No,255093196.439,7417.9403
3228,102,154,No,256094281.912,7416.5429
3229,102,155,No,257096884.203,7409.6587
3230,102,156,No,258098205,7407
3231,102,157,No,259100998.364,7399.9714
3232,102,158,No,260102641,7397
3233,102,160,No,262107463,7385
3234,103,149,Lr,252095048,7400
3235,103,150,Lr,253095033.85,7402.918
3236,103,151,Lr,254096238.813,7401.1306
3237,103,152,Lr,255096562.399,7402.5767
3238,103,153,Lr,256098494.024,7398.1605
3239,103,154,Lr,257099480,7397
3240,103,155,Lr,258101753,7392
3241,103,156,Lr,259102900,7390
3242,103,157,Lr,260105504,7383
3243,103,158,Lr,261106879,7381
3244,103,159,Lr,262109615,7374
3245,103,163,Lr,266119874,7349
3246,104,149,Rf,253100528,7380
3247,104,150,Rf,254100055,7384
3248,104,151,Rf,255101267,7382
3249,104,152,Rf,256101151.464,7385.4349
3250,104,153,Rf,257102916.796,7381.7053
3251,104,154,Rf,258103429.895,7382.5257
3252,104,155,Rf,259105601,7377
3253,104,156,Rf,260106440,7377
3254,104,157,Rf,261108769.591,7371.3858
3255,104,158,Rf,262109923,7370
3256,104,159,Rf,263112461,7364
3257,104,161,Rf,265116683,7354
3258,104,163,Rf,267121787,7342
3259,105,150,Db,255106919,7359
3260,105,151,Db,256107674,7359
3261,105,152,Db,257107520.042,7361.9767
3262,105,153,Db,258108972.995,7359.4803
3263,105,154,Db,259109491.859,7360.3626
3264,105,155,Db,260111297,7357
3265,105,156,Db,261111979,7357
3266,105,157,Db,262114067,7352
3267,105,158,Db,263114987,7352
3268,105,161,Db,266121032,7339
3269,105,162,Db,267122399,7337
3270,105,163,Db,268125669,7328
3271,105,165,Db,270131399,7314
3272,106,152,Sg,258113040,7342
3273,106,153,Sg,259114353,7340
3274,106,154,Sg,260114383.435,7342.5632
3275,106,155,Sg,261115948.135,7339.771
3276,106,156,Sg,262116338.978,7341.1736
3277,106,157,Sg,263118299,7337
3278,106,158,Sg,264118930,7338
3279,106,159,Sg,265121089,7333
3280,106,160,Sg,266121973,7332
3281,106,163,Sg,269128495,7318
3282,106,165,Sg,271133782,7305
3283,107,153,Bh,260121443,7314
3284,107,154,Bh,261121395.733,7317.3313
3285,107,155,Bh,262122654.688,7315.7331
3286,107,156,Bh,263122916,7318
3287,107,157,Bh,264124486,7315
3288,107,158,Bh,265124955,7316
3289,107,159,Bh,266126790,7313
3290,107,160,Bh,267127499,7313
3291,107,163,Bh,270133366,7301
3292,107,164,Bh,271135115,7298
3293,107,165,Bh,272138259,7290
3294,107,167,Bh,274143599,7278
3295,107,171,Bh,278154988,7251
3296,108,155,Hs,263128479,7295
3297,108,156,Hs,264128356.33,7298.3762
3298,108,157,Hs,265129791.744,7296.2474
3299,108,158,Hs,266130048.783,7298.2611
3300,108,159,Hs,267131678,7295
3301,108,160,Hs,268132011,7297
3302,108,161,Hs,269133649,7294
3303,108,162,Hs,270134313,7295
3304,108,165,Hs,273141458,7279
3305,108,167,Hs,275146530,7268
3306,108,169,Hs,277151772,7256
3307,108,170,Hs,278153753,7252
3308,109,157,Mt,266137062.253,7270.7598
3309,109,159,Mt,268138649,7271
3310,109,161,Mt,270140322,7271
3311,109,165,Mt,274147343,7259
3312,109,166,Mt,275148972,7257
3313,109,167,Mt,276151705,7250
3314,109,168,Mt,277153525,7247
3315,109,169,Mt,278156487,7240
3316,109,173,Mt,282166888,7218
3317,110,157,Ds,267143726,7248
3318,110,159,Ds,269144750.965,7250.1551
3319,110,160,Ds,270144586.62,7253.7634
3320,110,161,Ds,271145951,7252
3321,110,163,Ds,273148455,7250
3322,110,167,Ds,277155763,7237
3323,110,169,Ds,279159984,7229
3324,110,170,Ds,280161375,7227
3325,110,171,Ds,281164545,7220
3326,110,172,Ds,282166174,7217
3327,111,161,Rg,272153273,7227
3328,111,163,Rg,274155247,7227
3329,111,167,Rg,278161590,7218
3330,111,168,Rg,279162880,7216
3331,111,169,Rg,280165204,7212
3332,111,170,Rg,281166757,7209
3333,111,171,Rg,282169343,7204
3334,111,175,Rg,286178756,7185
3335,112,165,Cn,277163535,7205
3336,112,169,Cn,281169563,7197
3337,112,170,Cn,282170507,7197
3338,112,171,Cn,283173202,7192
3339,112,172,Cn,284174360,7191
3340,112,173,Cn,285177227,7185
3341,112,174,Cn,286178691,7183
3342,113,165,Nh,278170725,7181
3343,113,169,Nh,282175770,7177
3344,113,170,Nh,283176666,7177
3345,113,171,Nh,284178843,7173
3346,113,172,Nh,285180106,7172
3347,113,173,Nh,286182456,7168
3348,113,177,Nh,290191429,7152
3349,114,170,Fl,284181192,7163
3350,114,172,Fl,286184226,7159
3351,114,173,Fl,287186720,7155
3352,114,174,Fl,288187781,7154
3353,114,175,Fl,289190517,7149
3354,114,176,Fl,290191875,7147
3355,115,172,Mc,287190820,7139
3356,115,173,Mc,288192879,7135
3357,115,174,Mc,289193971,7135
3358,115,175,Mc,290196235,7131
3359,116,174,Lv,290198635,7120
3360,116,175,Lv,291201014,7116
3361,116,176,Lv,292201969,7116
3362,116,177,Lv,293204583,7111
3363,116,178,Lv, , 
3364,117,176,Ts,293208727,7095
3365,117,177,Ts,294210840,7092
3366,118,176,Og,294213979,7079
