,z,n,symbol,atomic_mass,binding
2236,72,101,Hf,172940513,8066.0164
2237,72,102,Hf,173940048.377,8068.5341
2238,72,103,Hf,174941511.424,8060.7625
2239,72,104,Hf,175941409.797,8061.3604
2240,72,105,Hf,176943230.187,8051.8365
2241,72,106,Hf,177943708.322,8049.4438
2242,72,107,Hf,178945825.705,8038.5474
2243,72,108,Hf,179946559.537,8034.9319
2244,72,109,Hf,180949110.834,8022.003
2245,72,110,Hf,181950563.684,8014.8381
2246,72,111,Hf,182953533.203,8000.0315
2247,72,112,Hf,183955448.507,7990.7228
2248,72,113,Hf,184958862,7973.9711
2249,72,114,Hf,185960897,7964.3032
2250,72,115,Hf,186964573,7947
2251,72,116,Hf,187966903,7936
2252,72,117,Hf,188970853,7917
2253,72,118,Hf,189973376,7905
2254,73,82,Ta,154974248,7858
2255,73,83,Ta,155972087,7872
2256,73,84,Ta,156968227.445,7896.0608
2257,73,85,Ta,157966593,7907
2258,73,86,Ta,158963028.046,7928.7258
2259,73,87,Ta,159961541.678,7938.2704
2260,73,88,Ta,160958369.489,7957.45
2261,73,89,Ta,161957292.907,7964.3432
2262,73,90,Ta,162954337.194,7981.8905
2263,73,91,Ta,163953534,7986.9978
2264,73,92,Ta,164950780.287,8003.0547
2265,73,93,Ta,165950512,8004.9714
2266,73,94,Ta,166948093,8018.8614
2267,73,95,Ta,167948047,8019.4287
2268,73,96,Ta,168946011,8030.9577
2269,73,97,Ta,169946175,8030.2965
2270,73,98,Ta,170944476,8039.7914
2271,73,99,Ta,171944895,8037.7056
2272,73,100,Ta,172943750,8044.065
2273,73,101,Ta,173944454,8040.4528
2274,73,102,Ta,174943737,8044.4456
2275,73,103,Ta,175944857,8038.6706
2276,73,104,Ta,176944481.94,8040.8289
2277,73,105,Ta,177945680,8035
2278,73,106,Ta,178945939.05,8033.5869
2279,73,107,Ta,179947467.589,8025.8864
2280,73,108,Ta,180947998.528,8023.405
2281,73,109,Ta,181950154.612,8012.6332
2282,73,110,Ta,182951375.38,8006.74
2283,73,111,Ta,183954009.958,7993.7535
2284,73,112,Ta,184955561.317,7986.3615
2285,73,113,Ta,185958553.036,7971.8357
2286,73,114,Ta,186960391,7963.2123
2287,73,115,Ta,187963596,7948
2288,73,116,Ta,188965690,7938
2289,73,117,Ta,189969168,7922
2290,73,118,Ta,190971530,7911
2291,73,119,Ta,191975201,7894
2292,73,120,Ta,192977660,7883
2293,73,121,Ta,193981610,7865
2294,74,83,W,156978862,7828
2295,74,84,W,157974565,7855
2296,74,85,W,158972696,7867
2297,74,86,W,159968513.946,7892.7893
2298,74,87,W,160967249,7901
2299,74,88,W,161963500.341,7923.8214
2300,74,89,W,162962524.251,7930.3043
2301,74,90,W,163958952.445,7951.4515
2302,74,91,W,164958280.663,7955.9704
2303,74,92,W,165955031.952,7974.8951
2304,74,93,W,166954811.08,7976.7045
2305,74,94,W,167951805.459,7993.9327
2306,74,95,W,168951778.689,7994.5381
2307,74,96,W,169949231.235,8008.9482
2308,74,97,W,170949451,8008.1158
2309,74,98,W,171947292,8020.1757
2310,74,99,W,172947689,8018.3337
2311,74,100,W,173946079,8027.2572
2312,74,101,W,174946717,8024.113
2313,74,102,W,175945634,8030.1131
2314,74,103,W,176946643,8025.0359
2315,74,104,W,177945885.791,8029.2584
2316,74,105,W,178947079.378,8023.2821
2317,74,106,W,179946713.304,8025.4434
2318,74,107,W,180948218.733,8017.9494
2319,74,108,W,181948205.636,8018.3096
2320,74,109,W,182950224.416,8008.3234
2321,74,110,W,183950933.18,8005.0777
2322,74,111,W,184953421.206,7992.9083
2323,74,112,W,185954365.14,7988.6026
2324,74,113,W,186957161.249,7975.1168
2325,74,114,W,187958488.325,7969.0532
2326,74,115,W,188961557,7954
2327,74,116,W,189963103.542,7947.5031
2328,74,118,W,191968202,7924
2329,74,119,W,192971884,7907
2330,74,120,W,193973795,7899
2331,74,121,W,194977735,7881
2332,74,122,W,195979882,7872
2333,74,123,W,196984036,7853
2334,75,84,Re,158984106,7795
2335,75,85,Re,159981880,7810
2336,75,86,Re,160977624.313,7836.3292
2337,75,87,Re,161975896,7848
2338,75,88,Re,162972085.434,7870.8655
2339,75,89,Re,163970507.122,7881.0523
2340,75,90,Re,164967085.831,7901.5201
2341,75,91,Re,165965821.216,7909.6392
2342,75,92,Re,166962604,7929
2343,75,93,Re,167961572.607,7935.1208
2344,75,94,Re,168958765.979,7951.3963
2345,75,95,Re,169958234.844,7955.012
2346,75,96,Re,170955716,7969.4131
2347,75,97,Re,171955376.165,7971.846
2348,75,98,Re,172953243,7983.9068
2349,75,99,Re,173953115,7985.0944
2350,75,100,Re,174951381,7994.8168
2351,75,101,Re,175951623,7993.9707
2352,75,102,Re,176950328,8001.2229
2353,75,103,Re,177950989,7998.1576
2354,75,104,Re,178949989.686,8003.7666
2355,75,105,Re,179950791.568,7999.9922
2356,75,106,Re,180950061.507,8004.1434
2357,75,107,Re,181951211.56,7998.6264
2358,75,108,Re,182950821.306,8001.0101
2359,75,109,Re,183952528.073,7992.7517
2360,75,110,Re,184952958.32,7991.0101
2361,75,111,Re,185954989.172,7981.2713
2362,75,112,Re,186955752.217,7977.9519
2363,75,113,Re,187958113.658,7966.7481
2364,75,114,Re,188959227.764,7961.8105
2365,75,115,Re,189961800.064,7949.7759
2366,75,116,Re,190963123.322,7943.9588
2367,75,117,Re,191966088,7930.2389
2368,75,118,Re,192967545,7923.9378
2369,75,119,Re,193970735,7909
2370,75,120,Re,194972560,7901
2371,75,121,Re,195975996,7886
2372,75,122,Re,196978153,7877
2373,75,123,Re,197981760,7861
2374,75,124,Re,198984187,7850
2375,76,85,Os,160989054,7765
2376,76,86,Os,161984434,7794
2377,76,87,Os,162982462,7807
2378,76,88,Os,163978073.158,7833.308
2379,76,89,Os,164976654,7843
2380,76,90,Os,165972698.135,7866.3371
2381,76,91,Os,166971552.304,7873.9557
2382,76,92,Os,167967799.05,7895.9408
2383,76,93,Os,168967017.521,7901.2862
2384,76,94,Os,169963579.273,7921.1258
2385,76,95,Os,170963180.402,7924.1769
2386,76,96,Os,171960017.309,7942.1626
2387,76,97,Os,172959808.387,7944.0341
2388,76,98,Os,173957063.192,7959.4618
2389,76,99,Os,174956945.126,7960.7294
2390,76,100,Os,175954770.315,7972.8681
2391,76,101,Os,176954957.902,7972.4371
2392,76,102,Os,177953253.334,7981.9128
2393,76,103,Os,178953815.985,7979.4844
2394,76,104,Os,179952381.665,7987.4171
2395,76,105,Os,180953247.188,7983.4263
2396,76,106,Os,181952110.154,7989.7287
2397,76,107,Os,182953125.028,7985.0087
2398,76,108,Os,183952492.919,7988.6778
2399,76,109,Os,184954045.969,7981.3047
2400,76,110,Os,185953837.569,7982.8324
2401,76,111,Os,186955749.569,7973.7814
2402,76,112,Os,187955837.292,7973.8656
2403,76,113,Os,188958145.949,7963.0029
2404,76,114,Os,189958445.442,7962.1047
2405,76,115,Os,190960928.105,7950.5687
2406,76,116,Os,191961478.765,7948.526
2407,76,117,Os,192964149.637,7936.2716
2408,76,118,Os,193965179.407,7932.0232
2409,76,119,Os,194968318,7917.7449
2410,76,120,Os,195969643.261,7912.2301
2411,76,121,Os,196973076,7897
2412,76,122,Os,197974664,7890
2413,76,123,Os,198978239,7874
2414,76,124,Os,199980086,7867
2415,76,125,Os,200984069,7849
2416,76,126,Os,201986548,7839
2417,76,127,Os,202992195,7814
2418,77,87,Ir,163991966,7750
2419,77,88,Ir,164987552,7776
2420,77,89,Ir,165985716,7789
2421,77,90,Ir,166981671.973,7812.8254
2422,77,91,Ir,167979960.978,7823.8509
2423,77,92,Ir,168976281.743,7845.5944
2424,77,93,Ir,169975113,7853
2425,77,94,Ir,170971645.52,7873.4895
2426,77,95,Ir,171970607.035,7880.2637
2427,77,96,Ir,172967505.477,7898.068
2428,77,97,Ir,173966949.939,7902.0377
2429,77,98,Ir,174964149.519,7917.9112
2430,77,99,Ir,175963626.261,7921.5522
2431,77,100,Ir,176961301.5,7934.6328
2432,77,101,Ir,177961079.395,7936.563
2433,77,102,Ir,178959117.594,7947.5248
2434,77,103,Ir,179959229.446,7947.6337
2435,77,104,Ir,180957634.691,7956.5242
2436,77,105,Ir,181958076.296,7954.8948
2437,77,106,Ir,182956841.231,7961.8176
2438,77,107,Ir,183957476,7959.1992
2439,77,108,Ir,184956698,7963.7226
2440,77,109,Ir,185957946.754,7958.0473
2441,77,110,Ir,186957542,7960.6692
2442,77,111,Ir,187958834.999,7954.8512
2443,77,112,Ir,188958722.602,7956.0214
2444,77,113,Ir,189960543.374,7947.7017
2445,77,114,Ir,190960591.455,7948.1144
2446,77,115,Ir,191962602.414,7938.9999
2447,77,116,Ir,192962923.753,7938.1346
2448,77,117,Ir,193965075.703,7928.4885
2449,77,118,Ir,194965976.898,7924.916
2450,77,119,Ir,195968399.669,7914.1487
2451,77,120,Ir,196969657.217,7909.0003
2452,77,121,Ir,197972399,7897
2453,77,122,Ir,198973807.097,7891.2066
2454,77,123,Ir,199976844,7878
2455,77,124,Ir,200978701,7870
2456,77,125,Ir,201982136,7855
2457,77,126,Ir,202984573,7845
2458,77,127,Ir,203989726,7823
2459,77,128,Ir,204993988,7805
2460,78,87,Pt,164999658,7703
2461,78,88,Pt,165994866,7733
2462,78,89,Pt,166992750,7746
2463,78,90,Pt,167988180.196,7773.6217
2464,78,91,Pt,168986619,7784
2465,78,92,Pt,169982502.087,7808.2365
2466,78,93,Pt,170981248.868,7816.6017
2467,78,94,Pt,171977341.059,7839.246
2468,78,95,Pt,172976449.922,7845.3856
2469,78,96,Pt,173972820.431,7866.1143
2470,78,97,Pt,174972400.593,7869.5216
2471,78,98,Pt,175968938.162,7888.9934
2472,78,99,Pt,176968469.541,7892.4896
2473,78,100,Pt,177965649.288,7908.253
2474,78,101,Pt,178965358.742,7910.6759
2475,78,102,Pt,179963038.01,7923.5781
2476,78,103,Pt,180963089.946,7924.1271
2477,78,104,Pt,181961171.605,7934.7541
2478,78,105,Pt,182961595.895,7933.3406
2479,78,106,Pt,183959921.929,7942.5649
2480,78,107,Pt,184960613.659,7939.7779
2481,78,108,Pt,185959350.845,7946.8094
2482,78,109,Pt,186960616.646,7941.1699
2483,78,110,Pt,187959397.521,7947.9027
2484,78,111,Pt,188960848.485,7941.4045
2485,78,112,Pt,189959949.823,7946.4941
2486,78,113,Pt,190961676.261,7938.7279
2487,78,114,Pt,191961042.667,7942.4923
2488,78,115,Pt,192962984.546,7933.7875
2489,78,116,Pt,193962683.498,7935.942
2490,78,117,Pt,194964794.325,7926.553
2491,78,118,Pt,195964954.648,7926.5297
2492,78,119,Pt,196967343.03,7915.9714
2493,78,120,Pt,197967896.718,7914.1512
2494,78,121,Pt,198970597.022,7902.3011
2495,78,122,Pt,199971444.609,7899.1986
2496,78,123,Pt,200974513.305,7885.8337
2497,78,124,Pt,201975639,7881.5609
2498,78,125,Pt,202979055,7867
2499,78,126,Pt,203981084,7859
2500,78,127,Pt,204986237,7836
2501,78,128,Pt,205990080,7820
2502,78,129,Pt,206995556,7797
2503,78,130,Pt,207999463,7780
2504,79,91,Au,169996024,7730
2505,79,92,Au,170991881.533,7754.1069
2506,79,93,Au,171989996.704,7766.1587
2507,79,94,Au,172986224.263,7788.2348
2508,79,95,Au,173984908,7797
2509,79,96,Au,174981316.375,7817.5939
2510,79,97,Au,175980116.925,7825.3837
2511,79,98,Au,176976869.701,7843.8623
2512,79,99,Au,177976056.714,7849.3946
2513,79,100,Au,178973173.666,7865.6374
2514,79,101,Au,179972489.738,7870.3194
2515,79,102,Au,180970079.102,7883.8359
2516,79,103,Au,181969614.433,7887.2442
2517,79,104,Au,182967588.106,7898.5644
2518,79,105,Au,183967451.523,7900.1947
2519,79,106,Au,184965798.871,7909.441
2520,79,107,Au,185965952.703,7909.5409
2521,79,108,Au,186964542.147,7917.4323
2522,79,109,Au,187965247.966,7914.7537
2523,79,110,Au,188963948.286,7921.9876
2524,79,111,Au,189964751.746,7918.8345
2525,79,112,Au,190963716.452,7924.6819
2526,79,113,Au,191964817.615,7920.1033
2527,79,114,Au,192964138.442,7924.1648
2528,79,115,Au,193965419.051,7918.7744
2529,79,116,Au,194965037.823,7921.3778
2530,79,117,Au,195966571.213,7914.8553
2531,79,118,Au,196966570.103,7915.6548
2532,79,119,Au,197968243.714,7908.5675
2533,79,120,Au,198968766.573,7906.9379
2534,79,121,Au,199970756.558,7898.4915
2535,79,122,Au,200971657.678,7895.1752
2536,79,123,Au,201973856,7885.91
2537,79,124,Au,202975154.492,7880.865
2538,79,125,Au,203978110,7868
2539,79,126,Au,204980064,7860
2540,79,127,Au,205984766,7840
2541,79,128,Au,206988577,7824
2542,79,129,Au,207993655,7803
2543,79,130,Au,208997606,7786
2544,79,131,Au,210002877,7764
2545,80,90,Hg,170005814,7671
2546,80,91,Hg,171003585,7686
2547,80,92,Hg,171998860.581,7713.6064
2548,80,93,Hg,172997143,7725
2549,80,94,Hg,173992870.575,7749.7851
2550,80,95,Hg,174991444.451,7759.2134
2551,80,96,Hg,175987348.67,7782.664
2552,80,97,Hg,176986284.59,7789.8947
2553,80,98,Hg,177982484.756,7811.3607
2554,80,99,Hg,178981821.759,7816.2631
2555,80,100,Hg,179978260.18,7836.1111
2556,80,101,Hg,180977819.368,7839.6792
2557,80,102,Hg,181974689.173,7856.9726
2558,80,103,Hg,182974444.652,7859.3885
2559,80,104,Hg,183971717.709,7874.3454
2560,80,105,Hg,184971890.696,7874.5391
2561,80,106,Hg,185969362.061,7888.2605
2562,80,107,Hg,186969813.54,7886.9905
2563,80,108,Hg,187967580.738,7899.034
2564,80,109,Hg,188968194.776,7896.9192
2565,80,110,Hg,189966322.25,7907.0174
2566,80,111,Hg,190967158.301,7903.8002
2567,80,112,Hg,191965634.263,7912.0666
2568,80,113,Hg,192966653.395,7907.973
2569,80,114,Hg,193965449.108,7914.5974
2570,80,115,Hg,194966705.809,7909.398
2571,80,116,Hg,195965833.445,7914.37
2572,80,117,Hg,196967213.715,7908.6402
2573,80,118,Hg,197966769.177,7911.5532
2574,80,119,Hg,198968280.994,7905.2794
2575,80,120,Hg,199968326.941,7905.8956
2576,80,121,Hg,200970303.054,7897.5607
2577,80,122,Hg,201970643.604,7896.8505
2578,80,123,Hg,202972872.396,7887.4828
2579,80,124,Hg,203973494.037,7885.5455
2580,80,125,Hg,204976073.151,7874.7325
2581,80,126,Hg,205977513.837,7869.1723
2582,80,127,Hg,206982300,7848.6112
2583,80,128,Hg,207985759,7834.1914
2584,80,129,Hg,208990757,7813
2585,80,130,Hg,209994310,7799
2586,80,131,Hg,210999581,7777
2587,80,132,Hg,212003242,7762
2588,80,133,Hg,213008803,7739
2589,80,134,Hg,214012636,7724
2590,80,135,Hg,215018368,7701
2591,80,136,Hg,216022459,7685
2592,81,95,Tl,176000627.731,7707.9383
2593,81,96,Tl,176996414.252,7732.1655
2594,81,97,Tl,177995047,7741
2595,81,98,Tl,178991122.185,7763.4942
2596,81,99,Tl,179989918.95,7771.431
2597,81,100,Tl,180986259.978,7791.9183
2598,81,101,Tl,181985692.649,7796.3571
2599,81,102,Tl,182982192.843,7815.6741
2600,81,103,Tl,183981874.973,7818.6727
2601,81,104,Tl,184978789.189,7835.5756
2602,81,105,Tl,185978654.787,7837.5161
2603,81,106,Tl,186975904.74,7852.465
2604,81,107,Tl,187976020.886,7853.0537
2605,81,108,Tl,188973573.525,7866.2704
2606,81,109,Tl,189973841.771,7866.0345
2607,81,110,Tl,190971784.093,7877.1445
2608,81,111,Tl,191972225,7876.0167
2609,81,112,Tl,192970501.994,7885.3445
2610,81,113,Tl,193971081.408,7883.5211
2611,81,114,Tl,194969774.052,7890.7293
2612,81,115,Tl,195970481.189,7888.29
2613,81,116,Tl,196969560.492,7893.5725
2614,81,117,Tl,197970446.669,7890.3011
2615,81,118,Tl,198969877,7893.8773
2616,81,119,Tl,199970963.608,7889.7037
2617,81,120,Tl,200970820.235,7891.2717
2618,81,121,Tl,201972108.874,7886.2206
2619,81,122,Tl,202972344.098,7886.053
2620,81,123,Tl,203973863.42,7880.0238
2621,81,124,Tl,204974427.318,7878.3946
2622,81,125,Tl,205976110.108,7871.7219
2623,81,126,Tl,206977418.605,7866.7979
2624,81,127,Tl,207982018.006,7847.1835
2625,81,128,Tl,208985351.713,7833.3979
2626,81,129,Tl,209990072.942,7813.589
2627,81,130,Tl,210993475,7799.7915
2628,81,131,Tl,211998335,7780
2629,81,132,Tl,213001915,7765.4311
2630,81,133,Tl,214006940,7745
2631,81,134,Tl,215010768,7730
2632,81,135,Tl,216015964,7709
2633,81,136,Tl,217020032,7693
2634,82,96,Pb,178003836.171,7690.8359
2635,82,97,Pb,179002202.492,7701.463
2636,82,98,Pb,179997916.177,7725.6993
2637,82,99,Pb,180996660.6,7734.0704
2638,82,100,Pb,181992673.537,7756.3296
2639,82,101,Pb,182991862.527,7762.179
2640,82,102,Pb,183988135.634,7782.7264
2641,82,103,Pb,184987610,7786.933
2642,82,104,Pb,185984239.409,7805.342
2643,82,105,Pb,186983910.842,7808.401
2644,82,106,Pb,187980879.079,7824.8211
2645,82,107,Pb,188980843.658,7826.2999
2646,82,108,Pb,189978081.872,7841.1294
2647,82,109,Pb,190978216.455,7841.6782
2648,82,110,Pb,191975789.598,7854.6482
2649,82,111,Pb,192976135.914,7854.0994
2650,82,112,Pb,193974011.788,7865.4181
2651,82,113,Pb,194974516.167,7864.0647
2652,82,114,Pb,195972787.552,7873.3374
2653,82,115,Pb,196973434.737,7871.2822
2654,82,116,Pb,197972015.45,7878.9695
2655,82,117,Pb,198972912.62,7875.7366
2656,82,118,Pb,199971818.546,7881.8101
2657,82,119,Pb,200972870.431,7877.8782
2658,82,120,Pb,201972151.613,7882.1505
2659,82,121,Pb,202973390.617,7877.397
2660,82,122,Pb,203973043.506,7879.9326
2661,82,123,Pb,204974481.682,7874.3313
2662,82,124,Pb,205974465.21,7875.362
2663,82,125,Pb,206975896.821,7869.8664
2664,82,126,Pb,207976652.005,7867.453
2665,82,127,Pb,208981089.978,7848.6488
2666,82,128,Pb,209984188.381,7835.9656
2667,82,129,Pb,210988735.288,7817.0079
2668,82,130,Pb,211991895.891,7804.3203
2669,82,131,Pb,212996560.796,7785.1732
2670,82,132,Pb,213999803.521,7772.3955
2671,82,133,Pb,215004661.591,7752.7381
2672,82,134,Pb,216008062,7740
2673,82,135,Pb,217013162,7719
2674,82,136,Pb,218016779,7705
2675,82,137,Pb,219022136,7684
2676,82,138,Pb,220025905,7670
2677,83,101,Bi,184001347,7712
2678,83,102,Bi,184997600,7732
2679,83,103,Bi,185996623.169,7739.1175
2680,83,104,Bi,186993147.272,7758.2083
2681,83,105,Bi,187992276.064,7764.1904
2682,83,106,Bi,188989195.139,7780.9999
2683,83,107,Bi,189988624.828,7785.3239
2684,83,108,Bi,190985786.972,7800.6613
2685,83,109,Bi,191985470.077,7803.6084
2686,83,110,Bi,192982947.22,7817.1718
2687,83,111,Bi,193982798.581,7819.1955
2688,83,112,Bi,194980648.759,7830.7579
2689,83,113,Bi,195980666.509,7831.9009
2690,83,114,Bi,196978864.927,7841.6348
2691,83,115,Bi,197979201.316,7841.2123
2692,83,116,Bi,198977672.841,7849.5232
2693,83,117,Bi,199978131.29,7848.4969
2694,83,118,Bi,200976995.017,7854.8713
2695,83,119,Bi,201977723.042,7852.5857
2696,83,120,Bi,202976892.077,7857.4762
2697,83,121,Bi,203977835.687,7854.2157
2698,83,122,Bi,204977385.182,7857.3218
2699,83,123,Bi,205978498.843,7853.3249
2700,83,124,Bi,206978470.551,7854.5053
2701,83,125,Bi,207979742.06,7849.8534
2702,83,126,Bi,208980398.599,7847.9869
2703,83,127,Bi,209984120.237,7832.5424
2704,83,128,Bi,210987268.715,7819.7745
2705,83,129,Bi,211991285.03,7803.314
2706,83,130,Bi,212994383.57,7791.0217
2707,83,131,Bi,213998710.909,7773.4955
2708,83,132,Bi,215001749.095,7761.7177
2709,83,133,Bi,216006305.985,7743.4996
2710,83,134,Bi,217009372,7731.8491
2711,83,135,Bi,218014188,7712.828
2712,83,136,Bi,219017520,7700
2713,83,137,Bi,220022501,7681
2714,83,138,Bi,221025980,7668
2715,83,139,Bi,222031079,7648
2716,83,140,Bi,223034611,7636
2717,83,141,Bi,224039796,7616
2718,84,102,Po,186004403.174,7695.9488
2719,84,103,Po,187003031.482,7704.7889
2720,84,104,Po,187999415.586,7724.6544
2721,84,105,Po,188998473.425,7731.1321
2722,84,106,Po,189995101.731,7749.4526
2723,84,107,Po,190994558.494,7753.7871
2724,84,108,Po,191991340.274,7771.0542
2725,84,109,Po,192991062.421,7773.951
2726,84,110,Po,193988186.058,7789.2947
2727,84,111,Po,194988065.781,7791.3155
2728,84,112,Po,195985540.722,7804.7445
2729,84,113,Po,196985621.939,7805.7136
2730,84,114,Po,197983388.753,7817.5611
2731,84,115,Po,198983640.445,7817.6582
2732,84,116,Po,199981812.355,7827.4407
2733,84,117,Po,200982263.799,7826.5619
2734,84,118,Po,201980738.934,7834.8053
2735,84,119,Po,202981416.072,7832.8632
2736,84,120,Po,203980310.078,7839.0823
2737,84,121,Po,204981190.006,7836.2168
2738,84,122,Po,205980473.662,7840.5973
2739,84,123,Po,206981593.334,7836.6734
2740,84,124,Po,207981246.035,7839.3568
2741,84,125,Po,208982430.361,7835.1882
2742,84,126,Po,209982873.686,7834.3462
2743,84,127,Po,210986653.171,7818.7842
2744,84,128,Po,211988867.982,7810.2438
2745,84,129,Po,212992857.154,7794.024
2746,84,130,Po,213995201.287,7785.1163
2747,84,131,Po,214999418.385,7768.1768
2748,84,132,Po,216001913.416,7758.8205
2749,84,133,Po,217006316.145,7741.3614
2750,84,134,Po,218008971.234,7731.53
2751,84,135,Po,219013614,7713.334
2752,84,136,Po,220016386,7703.2244
2753,84,137,Po,221021228,7684.4814
2754,84,138,Po,222024140,7674.0054
2755,84,139,Po,223029070,7655
2756,84,140,Po,224032110,7644
2757,84,141,Po,225037123,7626
2758,84,142,Po,226040310,7614
2759,84,143,Po,227045390,7596
2760,85,106,At,191004148.081,7702.9233
2761,85,107,At,192003140.912,7709.7283
2762,85,108,At,192999927.725,7727.1099
2763,85,109,At,193999230.816,7732.2304
2764,85,110,At,194996274.48,7748.0914
2765,85,111,At,195995799.034,7752.0001
2766,85,112,At,196993177.353,7766.0174
2767,85,113,At,197992797.864,7769.3446
2768,85,114,At,198990527.715,7781.4883
2769,85,115,At,199990351.099,7783.7601
2770,85,116,At,200988417.058,7794.1536
2771,85,117,At,201988625.686,7794.5637
2772,85,118,At,202986942.904,7803.6487
2773,85,119,At,203987251.393,7803.5522
2774,85,120,At,204986060.546,7810.2694
2775,85,121,At,205986645.768,7808.8904
2776,85,122,At,206985799.715,7813.9653
2777,85,123,At,207986613.011,7811.5604
2778,85,124,At,208986168.701,7814.7835
2779,85,125,At,209987147.423,7811.6638
2780,85,126,At,210987496.226,7811.3545
2781,85,127,At,211990737.301,7798.34
2782,85,128,At,212992936.593,7790.0036
2783,85,129,At,213996372.331,7776.3632
2784,85,130,At,214998651.002,7767.8627
2785,85,131,At,216002422.643,7753.0024
2786,85,132,At,217004717.794,7744.6172
2787,85,133,At,218008695.941,7729.1175
2788,85,134,At,219011160.587,7720.197
2789,85,135,At,220015433,7703.7033
2790,85,136,At,221018017,7694.4754
2791,85,137,At,222022494,7677.3878
2792,85,138,At,223025151,7668.0557
2793,85,139,At,224029749,7650.7354
2794,85,140,At,225032528,7641
2795,85,141,At,226037209,7624
2796,85,142,At,227040183,7613
2797,85,143,At,228044960,7596
2798,85,144,At,229048191,7585
2799,86,107,Rn,193009707.973,7675.853
2800,86,108,Rn,194006145.636,7694.9961
2801,86,109,Rn,195005421.703,7700.3841
2802,86,110,Rn,196002120.431,7717.966
2803,86,111,Rn,197001621.446,7722.119
2804,86,112,Rn,197998679.197,7737.7245
2805,86,113,Rn,198998325.436,7741.0568
2806,86,114,Rn,199995705.335,7754.9111
2807,86,115,Rn,200995590.511,7757.0174
2808,86,116,Rn,201993263.982,7769.3018
2809,86,117,Rn,202993361.155,7770.3437
2810,86,118,Rn,203991443.729,7780.5743
2811,86,119,Rn,204991723.228,7780.7226
2812,86,120,Rn,205990195.409,7789.0417
2813,86,121,Rn,206990730.224,7787.9987
2814,86,122,Rn,207989634.513,7794.2678
2815,86,123,Rn,208990401.389,7792.1755
2816,86,124,Rn,209989688.862,7796.6653
2817,86,125,Rn,210990600.767,7793.9412
2818,86,126,Rn,211990703.946,7794.7963
2819,86,127,Rn,212993885.147,7782.1824
2820,86,128,Rn,213995362.65,7777.1023
2821,86,129,Rn,214998745.037,7763.8164
2822,86,130,Rn,216000271.942,7758.6553
2823,86,131,Rn,217003927.632,7744.4037
2824,86,132,Rn,218005601.123,7738.7527
2825,86,133,Rn,219009478.683,7723.7784
2826,86,134,Rn,220011392.443,7717.2552
2827,86,135,Rn,221015535.637,7701.3941
2828,86,136,Rn,222017576.017,7694.4991
2829,86,137,Rn,223021889.283,7678.172
2830,86,138,Rn,224024095.803,7670.7514
2831,86,139,Rn,225028485.572,7654.3581
2832,86,140,Rn,226030861.38,7646.4108
2833,86,141,Rn,227035304.393,7630.0508
2834,86,142,Rn,228037835.415,7621.6457
2835,86,143,Rn,229042257.272,7605.6227
2836,87,110,Fr,197011008.086,7673.764
2837,87,111,Fr,198010282.081,7679.1873
2838,87,112,Fr,199007269.384,7695.2599
2839,87,113,Fr,200006584.666,7700.3292
2840,87,114,Fr,201003852.491,7714.8367
2841,87,115,Fr,202003329.637,7719.0125
2842,87,116,Fr,203000940.867,7731.7092
2843,87,117,Fr,204000651.972,7734.6931
2844,87,118,Fr,204998593.854,7745.687
2845,87,119,Fr,205998661.441,7746.9621
2846,87,120,Fr,206996941.45,7756.2689
2847,87,121,Fr,207997139.082,7756.8985
2848,87,122,Fr,208995939.701,7763.7485
2849,87,123,Fr,209996410.596,7763.1243
2850,87,124,Fr,210995555.189,7768.3613
2851,87,125,Fr,211996225.42,7766.8455
2852,87,126,Fr,212996184.41,7768.4543
2853,87,127,Fr,213998971.193,7757.7393
2854,87,128,Fr,215000341.534,7753.2607
2855,87,129,Fr,216003189.523,7742.4513
2856,87,130,Fr,217004631.98,7737.775
2857,87,131,Fr,218007578.62,7726.7143
2858,87,132,Fr,219009250.664,7721.1759
2859,87,133,Fr,220012326.789,7709.743
2860,87,134,Fr,221014253.714,7703.2572
2861,87,135,Fr,222017582.615,7690.9474
2862,87,136,Fr,223019734.241,7683.6655
2863,87,137,Fr,224023348.096,7670.368
2864,87,138,Fr,225025572.466,7662.9412
2865,87,139,Fr,226029544.512,7648.3768
2866,87,140,Fr,227031865.413,7640.7162
2867,87,141,Fr,228035839.433,7626.3689
2868,87,142,Fr,229038291.443,7618.338
2869,87,143,Fr,230042390.787,7603.7052
2870,87,144,Fr,231045175.353,7594.5009
2871,87,145,Fr,232049461.219,7579.3481
2872,87,146,Fr,233052517.833,7569.2398
2873,88,113,Ra,201012814.699,7669.4108
2874,88,114,Ra,202009742.305,7685.5684
2875,88,115,Ra,203009233.907,7689.8015
2876,88,116,Ra,204006506.855,7704.1238
2877,88,117,Ra,205006230.692,7707.1698
2878,88,118,Ra,206003827.842,7719.8028
2879,88,119,Ra,207003772.42,7721.7503
2880,88,120,Ra,208001855.012,7732.0177
2881,88,121,Ra,209001994.902,7733.0177
2882,88,122,Ra,210000475.406,7741.3687
2883,88,123,Ra,211000893.049,7741.0887
2884,88,124,Ra,211999786.619,7747.5078
2885,88,125,Ra,213000370.971,7746.4726
2886,88,126,Ra,214000099.56,7749.1719
2887,88,127,Ra,215002718.208,7739.3249
2888,88,128,Ra,216003533.534,7737.3458
2889,88,129,Ra,217006322.676,7726.9122
